Country Name,Year,GDP
Japan,2012,6.20E+12
Japan,2013,5.16E+12
Japan,2014,4.85E+12
Japan,2015,4.38E+12
Japan,2016,4.94E+12
Libya,1990,28901836158
Libya,1991,31995012469
Libya,1992,33881392045
Libya,1993,30657030223
Libya,1994,28607921929
Libya,1995,25544128199
Libya,1996,27884615385
Libya,1997,30698633109
Libya,1998,27249786142
Libya,1999,35976714101
Libya,2000,38270206950
Libya,2001,34110064452
Libya,2002,20481889764
Libya,2003,26265625000
Libya,2004,33122307692
Libya,2005,47334148578
Libya,2006,54961936663
Libya,2007,67516236338
Libya,2008,87140405361
Libya,2009,63028320702
Libya,2010,74773444901
Libya,2011,34699395524
Mexico,1960,13056168000
Mexico,1961,14153952000
Mexico,1962,15221056000
Mexico,1963,16936336000
Mexico,1964,20070136000
Mexico,1965,21829712000
Mexico,1966,24337232000
Mexico,1967,26556376000
Mexico,1968,29363632000
Mexico,1969,32515752000
Mexico,1970,35541712000
Mexico,1971,39200880000
Mexico,1972,45178120000
Mexico,1973,55271304000
Mexico,1974,71976544000
Mexico,1975,88003984000
Mexico,1976,89023915584
Mexico,1977,81825783186
Mexico,1978,1.03E+11
Mexico,1979,1.35E+11
Mexico,1980,1.94E+11
Mexico,1981,2.50E+11
Mexico,1982,1.74E+11
Mexico,1983,1.49E+11
Mexico,1984,1.76E+11
Mexico,1985,1.84E+11
Mexico,1986,1.29E+11
Mexico,1987,1.40E+11
Mexico,1988,1.83E+11
Mexico,1989,2.23E+11
Mexico,1990,2.63E+11
Mexico,1991,3.14E+11
Mexico,1992,3.64E+11
Mexico,1993,5.04E+11
Mexico,1994,5.27E+11
Mexico,1995,3.44E+11
Mexico,1996,3.97E+11
Mexico,1997,4.81E+11
Mexico,1998,5.02E+11
Mexico,1999,5.79E+11
Mexico,2000,6.84E+11
Mexico,2001,7.25E+11
Mexico,2002,7.42E+11
Mexico,2003,7.13E+11
Mexico,2004,7.70E+11
Mexico,2005,8.66E+11
Mexico,2006,9.65E+11
Mexico,2007,1.04E+12
Mexico,2008,1.10E+12
Mexico,2009,8.95E+11
Mexico,2010,1.05E+12
Mexico,2011,1.17E+12
Mexico,2012,1.19E+12
Mexico,2013,1.26E+12
Mexico,2014,1.30E+12
Mexico,2015,1.15E+12
Mexico,2016,1.05E+12
Netherlands,1960,12276734172
Netherlands,1961,13493833740
Netherlands,1962,14647057370
Netherlands,1963,15891241386
Netherlands,1964,18699380731
Netherlands,1965,21000586933
Netherlands,1966,22867203317
Netherlands,1967,25087562181
Netherlands,1968,27817605743
Netherlands,1969,31503868835
Netherlands,1970,37677621538
Netherlands,1971,44010160464
Netherlands,1972,54008338918
Netherlands,1973,70924006306
Netherlands,1974,86129928027
Netherlands,1975,98970041042
Netherlands,1976,1.08E+11
Netherlands,1977,1.25E+11
Netherlands,1978,1.54E+11
Netherlands,1979,1.77E+11
Netherlands,1980,1.93E+11
Netherlands,1981,1.62E+11
Netherlands,1982,1.56E+11
Netherlands,1983,1.51E+11
Netherlands,1984,1.42E+11
Netherlands,1985,1.42E+11
Netherlands,1986,1.98E+11
Netherlands,1987,2.42E+11
Netherlands,1988,2.59E+11
Netherlands,1989,2.55E+11
Netherlands,1990,3.14E+11
Netherlands,1991,3.23E+11
Netherlands,1992,3.58E+11
Netherlands,1993,3.49E+11
Netherlands,1994,3.74E+11
Netherlands,1995,4.47E+11
Netherlands,1996,4.46E+11
Netherlands,1997,4.12E+11
Netherlands,1998,4.32E+11
Netherlands,1999,4.42E+11
Netherlands,2000,4.13E+11
Netherlands,2001,4.27E+11
Netherlands,2002,4.65E+11
Netherlands,2003,5.72E+11
Netherlands,2004,6.51E+11
Netherlands,2005,6.79E+11
Netherlands,2006,7.27E+11
Netherlands,2007,8.39E+11
Netherlands,2008,9.36E+11
Netherlands,2009,8.58E+11
Netherlands,2010,8.36E+11
Netherlands,2011,8.94E+11
Netherlands,2012,8.29E+11
Netherlands,2013,8.67E+11
Netherlands,2014,8.80E+11
Netherlands,2015,7.58E+11
Netherlands,2016,7.77E+11
New Zealand,1960,5485854792
New Zealand,1961,5670064168
New Zealand,1962,6077496268
New Zealand,1963,6638937283
New Zealand,1964,7274144351
New Zealand,1965,5654463586
New Zealand,1966,5863733231
New Zealand,1967,5961418094
New Zealand,1968,5180597621
New Zealand,1969,5761588762
New Zealand,1971,7912290825
New Zealand,1972,9567331065
New Zealand,1973,12802281898
New Zealand,1974,13940981798
New Zealand,1975,12861983284
New Zealand,1976,13604832424
New Zealand,1977,15446825318
New Zealand,1978,18530518395
New Zealand,1979,20730241410
New Zealand,1980,23245512449
New Zealand,1981,24417617184
New Zealand,1982,24164603059
New Zealand,1983,24308622503
New Zealand,1984,21665456808
New Zealand,1985,24680306905
New Zealand,1986,30605196451
New Zealand,1987,40377592077
New Zealand,1988,45176167472
New Zealand,1989,43920222525
New Zealand,1990,45495727007
New Zealand,1991,42745329732
New Zealand,1992,41649298171
New Zealand,1993,46775067751
New Zealand,1994,55315342817
New Zealand,1995,63918703507
New Zealand,1996,70140835299
New Zealand,1997,66074513018
New Zealand,1998,56227169851
New Zealand,1999,58761741658
New Zealand,2000,52623281957
New Zealand,2001,53872425917
New Zealand,2002,66628222189
New Zealand,2003,88250885550
New Zealand,2004,1.04E+11
New Zealand,2005,1.15E+11
New Zealand,2006,1.12E+11
New Zealand,2007,1.37E+11
New Zealand,2008,1.33E+11
New Zealand,2009,1.21E+11
New Zealand,2010,1.47E+11
New Zealand,2011,1.68E+11
New Zealand,2012,1.76E+11
New Zealand,2013,1.91E+11
New Zealand,2014,2.01E+11
New Zealand,2015,1.76E+11
New Zealand,2016,1.85E+11
Norway,1960,5163271598
Norway,1961,5632460937
Norway,1962,6066976683
Norway,1963,6510239503
Norway,1964,7159202706
Norway,1965,8058681060
Norway,1966,8696460205
Norway,1967,9514496703
Norway,1968,10159934137
Norway,1969,11063065083
Norway,1970,12814123115
Norway,1971,14583114840
Norway,1972,17358610850
Norway,1973,22534253703
Norway,1974,27145693810
Norway,1975,32877805200
Norway,1976,35942270686
Norway,1977,41508030431
Norway,1978,46523091010
Norway,1979,53132244624
Norway,1980,64439382896
Norway,1981,63596654761
Norway,1982,62647195538
Norway,1983,61627240831
Norway,1984,62057955033
Norway,1985,65416879914
Norway,1986,78693253276
Norway,1987,94230055659
Norway,1988,1.02E+11
Norway,1989,1.03E+11
Norway,1990,1.20E+11
Norway,1991,1.22E+11
Norway,1992,1.31E+11
Norway,1993,1.21E+11
Norway,1994,1.27E+11
Norway,1995,1.52E+11
Norway,1996,1.64E+11
Norway,1997,1.61E+11
Norway,1998,1.54E+11
Norway,1999,1.62E+11
Norway,2000,1.71E+11
Norway,2001,1.74E+11
Norway,2002,1.95E+11
Norway,2003,2.29E+11
Norway,2004,2.64E+11
Norway,2005,3.09E+11
Norway,2006,3.45E+11
Norway,2007,4.01E+11
Norway,2008,4.63E+11
Norway,2009,3.87E+11
Norway,2010,4.29E+11
Norway,2011,4.99E+11
Norway,2012,5.10E+11
Norway,2013,5.24E+11
Norway,2014,4.99E+11
Norway,2015,3.87E+11
Norway,2016,3.71E+11
Peru,1960,2571908062
Peru,1961,2899654840
Peru,1962,3286773188
Peru,1963,3600957771
Peru,1964,4356913870
Peru,1965,5166861068
Peru,1966,6113607728
Peru,1967,6204253759
Peru,1968,5736083835
Peru,1969,6420909790
Peru,1970,7432223177
Peru,1971,8289582884
Peru,1972,9189413409
Peru,1973,10994381895
Peru,1974,13858441211
Peru,1975,16877163792
Peru,1976,15947709380
Peru,1977,14620386674
Peru,1978,12495779622
Peru,1979,15962459447
Peru,1980,18134029180
Peru,1981,21649137620
Peru,1982,21793496819
Peru,1983,17345624454
Peru,1984,17599660054
Peru,1985,16548827018
Peru,1986,15244232958
Peru,1987,20702298397
Peru,1988,15439408447
Peru,1989,22499559086
Peru,1990,26410386669
Peru,1991,34672122381
Peru,1992,36139225288
Peru,1993,35158109999
Peru,1994,44882079767
Peru,1995,53312793687
Peru,1996,55252414130
Peru,1997,58147522523
Peru,1998,55501467877
Peru,1999,50187324568
Peru,2000,51744749133
Peru,2001,52030158775
Peru,2002,54777553515
Peru,2003,58731030122
Peru,2004,66768703498
Peru,2005,76060606061
Peru,2006,88643193062
Peru,2007,1.02E+11
Peru,2008,1.21E+11
Peru,2009,1.21E+11
Peru,2010,1.48E+11
Peru,2011,1.72E+11
Peru,2012,1.93E+11
Peru,2013,2.01E+11
Peru,2014,2.01E+11
Peru,2015,1.89E+11
Peru,2016,1.92E+11
Poland,1990,65977749038
Poland,1991,85500935935
Poland,1992,94337050693
Poland,1993,96045645026
Poland,1994,1.11E+11
Poland,1995,1.42E+11
Poland,1996,1.60E+11
Poland,1997,1.59E+11
Poland,1998,1.74E+11
Poland,1999,1.70E+11
Poland,2000,1.72E+11
Poland,2001,1.91E+11
Poland,2002,1.99E+11
Poland,2003,2.18E+11
Poland,2004,2.55E+11
Poland,2005,3.06E+11
Poland,2006,3.45E+11
Poland,2007,4.29E+11
Poland,2008,5.34E+11
Poland,2009,4.40E+11
Poland,2010,4.79E+11
Poland,2011,5.29E+11
Poland,2012,5.00E+11
Poland,2013,5.24E+11
Poland,2014,5.45E+11
Poland,2015,4.77E+11
Poland,2016,4.71E+11
Romania,1987,38413636364
Romania,1988,40809523810
Romania,1989,42105263158
Romania,1990,38995454545
Romania,1991,28998684211
Romania,1992,25121666667
Romania,1993,26362894737
Romania,1994,30074440483
Romania,1995,37662075750
Romania,1996,37182938696
Romania,1997,35838588170
Romania,1998,41976002704
Romania,1999,36183003978
Romania,2000,37438527800
Romania,2001,40716836998
Romania,2002,46174557556
Romania,2003,59867801205
Romania,2004,76216441462
Romania,2005,99697566668
Romania,2006,1.24E+11
Romania,2007,1.72E+11
Romania,2008,2.08E+11
Romania,2009,1.67E+11
Romania,2010,1.68E+11
Romania,2011,1.85E+11
Romania,2012,1.72E+11
Romania,2013,1.92E+11
Romania,2014,1.99E+11
Romania,2015,1.78E+11
Romania,2016,1.88E+11
Russia,1989,5.07E+11
Russia,1990,5.17E+11
Russia,1991,5.18E+11
Russia,1992,4.60E+11
Russia,1993,4.35E+11
Russia,1994,3.95E+11
Russia,1995,3.96E+11
Russia,1996,3.92E+11
Russia,1997,4.05E+11
Russia,1998,2.71E+11
Russia,1999,1.96E+11
Russia,2000,2.60E+11
Russia,2001,3.07E+11
Russia,2002,3.45E+11
Russia,2003,4.30E+11
Russia,2004,5.91E+11
Russia,2005,7.64E+11
Russia,2006,9.90E+11
Russia,2007,1.30E+12
Russia,2008,1.66E+12
Russia,2009,1.22E+12
Russia,2010,1.52E+12
Russia,2011,2.05E+12
Russia,2012,2.21E+12
Russia,2013,2.30E+12
Russia,2014,2.06E+12
Russia,2015,1.37E+12
Russia,2016,1.28E+12
South Africa,1960,7575248495
South Africa,1961,7972840543
South Africa,1962,8497830043
South Africa,1963,9423211536
South Africa,1964,10373792524
South Africa,1965,11334173317
South Africa,1966,12354752905
South Africa,1967,13777124458
South Africa,1968,14894302114
South Africa,1969,16780064399
South Africa,1970,18418031639
South Africa,1971,20334172260
South Africa,1972,21358137115
South Africa,1973,29293948127
South Africa,1974,36806475350
South Africa,1975,38114942529
South Africa,1976,36601885925
South Africa,1977,40649724011
South Africa,1978,46737580497
South Africa,1979,57647268409
South Africa,1980,82984078069
South Africa,1981,89629496833
South Africa,1982,82696902010
South Africa,1983,88786580363
South Africa,1984,87880468269
South Africa,1985,69208451593
South Africa,1986,82107924006
South Africa,1987,1.07E+11
South Africa,1988,1.18E+11
South Africa,1989,1.29E+11
South Africa,1990,1.16E+11
South Africa,1991,1.24E+11
South Africa,1992,1.35E+11
South Africa,1993,1.34E+11
South Africa,1994,1.40E+11
South Africa,1995,1.55E+11
South Africa,1996,1.48E+11
South Africa,1997,1.53E+11
South Africa,1998,1.38E+11
South Africa,1999,1.37E+11
South Africa,2000,1.36E+11
South Africa,2001,1.22E+11
South Africa,2002,1.16E+11
South Africa,2003,1.75E+11
South Africa,2004,2.29E+11
South Africa,2005,2.58E+11
South Africa,2006,2.72E+11
South Africa,2007,2.99E+11
South Africa,2008,2.87E+11
South Africa,2009,2.97E+11
South Africa,2010,3.75E+11
South Africa,2011,4.17E+11
South Africa,2012,3.96E+11
South Africa,2013,3.67E+11
South Africa,2014,3.51E+11
South Africa,2015,3.18E+11
South Africa,2016,2.95E+11
South Korea,1960,3957873926
South Korea,1961,2417237754
South Korea,1962,2813933900
South Korea,1963,3988246109
South Korea,1964,3458518494
South Korea,1965,3120307808
South Korea,1966,3928171298
South Korea,1967,4854576371
South Korea,1968,6117260076
South Korea,1969,7675805108
South Korea,1970,8999227202
South Korea,1971,9889961112
South Korea,1972,10842220469
South Korea,1973,13841885921
South Korea,1974,19482038223
South Korea,1975,21704752066
South Korea,1976,29779338843
South Korea,1977,38265082645
South Korea,1978,51700619835
South Korea,1979,66567975207
South Korea,1980,64980820835
South Korea,1981,72425590649
South Korea,1982,77773431088
South Korea,1983,87024427973
South Korea,1984,96597434180
South Korea,1985,1.00E+11
South Korea,1986,1.16E+11
South Korea,1987,1.46E+11
South Korea,1988,1.97E+11
South Korea,1989,2.44E+11
South Korea,1990,2.79E+11
South Korea,1991,3.26E+11
South Korea,1992,3.50E+11
South Korea,1993,3.86E+11
South Korea,1994,4.56E+11
South Korea,1995,5.56E+11
South Korea,1996,5.98E+11
South Korea,1997,5.58E+11
South Korea,1998,3.74E+11
South Korea,1999,4.85E+11
South Korea,2000,5.62E+11
South Korea,2001,5.33E+11
South Korea,2002,6.09E+11
South Korea,2003,6.81E+11
South Korea,2004,7.65E+11
South Korea,2005,8.98E+11
South Korea,2006,1.01E+12
South Korea,2007,1.12E+12
South Korea,2008,1.00E+12
South Korea,2009,9.02E+11
South Korea,2010,1.09E+12
South Korea,2011,1.20E+12
South Korea,2012,1.22E+12
South Korea,2013,1.31E+12
South Korea,2014,1.41E+12
South Korea,2015,1.38E+12
South Korea,2016,1.41E+12
Spain,1960,12072126075
Spain,1961,13834300571
Spain,1962,16138545209
Spain,1963,19074913948
Spain,1964,21343844644
Spain,1965,24756958695
Spain,1966,28721062242
Spain,1967,31647119228
Spain,1968,31475548481
Spain,1969,36038711600
Spain,1970,40881655099
Spain,1971,46492797365
Spain,1972,58971806627
Spain,1973,78425934894
Spain,1974,97009800115
Spain,1975,1.14E+11
Spain,1976,1.18E+11
Spain,1977,1.32E+11
Spain,1978,1.60E+11
Spain,1979,2.14E+11
Spain,1980,2.32E+11
Spain,1981,2.02E+11
Spain,1982,1.95E+11
Spain,1983,1.70E+11
Spain,1984,1.72E+11
Spain,1985,1.80E+11
Spain,1986,2.51E+11
Spain,1987,3.18E+11
Spain,1988,3.75E+11
Spain,1989,4.14E+11
Spain,1990,5.35E+11
Spain,1991,5.76E+11
Spain,1992,6.29E+11
Spain,1993,5.24E+11
Spain,1994,5.29E+11
Spain,1995,6.13E+11
Spain,1996,6.41E+11
Spain,1997,5.89E+11
Spain,1998,6.17E+11
Spain,1999,6.33E+11
Spain,2000,5.95E+11
Spain,2001,6.26E+11
Spain,2002,7.05E+11
Spain,2003,9.07E+11
Spain,2004,1.07E+12
Spain,2005,1.16E+12
Spain,2006,1.26E+12
Spain,2007,1.48E+12
Spain,2008,1.64E+12
Spain,2009,1.50E+12
Spain,2010,1.43E+12
Spain,2011,1.49E+12
Spain,2012,1.34E+12
Spain,2013,1.36E+12
Spain,2014,1.38E+12
Spain,2015,1.20E+12
Spain,2016,1.24E+12
Switzerland,1960,9522746719
Switzerland,1961,10712712465
Switzerland,1962,11879982759
Switzerland,1963,13063643796
Switzerland,1964,14480556572
Switzerland,1965,15346741670
Switzerland,1966,16480058705
Switzerland,1967,17740013179
Switzerland,1968,18942729779
Switzerland,1969,20524886616
Switzerland,1980,1.19E+11
Switzerland,1981,1.09E+11
Switzerland,1982,1.12E+11
Switzerland,1983,1.11E+11
Switzerland,1984,1.06E+11
Switzerland,1985,1.08E+11
Switzerland,1986,1.54E+11
Switzerland,1987,1.93E+11
Switzerland,1988,2.09E+11
Switzerland,1989,2.02E+11
Switzerland,1990,2.58E+11
Switzerland,1991,2.61E+11
Switzerland,1992,2.72E+11
Switzerland,1993,2.64E+11
Switzerland,1994,2.93E+11
Switzerland,1995,3.43E+11
Switzerland,1996,3.30E+11
Switzerland,1997,2.87E+11
Switzerland,1998,2.95E+11
Switzerland,1999,2.90E+11
Switzerland,2000,2.72E+11
Switzerland,2001,2.79E+11
Switzerland,2002,3.01E+11
Switzerland,2003,3.53E+11
Switzerland,2004,3.94E+11
Switzerland,2005,4.09E+11
Switzerland,2006,4.31E+11
Switzerland,2007,4.80E+11
Switzerland,2008,5.54E+11
Switzerland,2009,5.42E+11
Switzerland,2010,5.84E+11
Switzerland,2011,7.00E+11
Switzerland,2012,6.68E+11
Switzerland,2013,6.89E+11
Switzerland,2014,7.09E+11
Switzerland,2015,6.79E+11
Switzerland,2016,6.69E+11
Thailand,1960,2760747472
Thailand,1961,3034043574
Thailand,1962,3308912797
Thailand,1963,3540403457
Thailand,1964,3889129942
Thailand,1965,4388937649
Thailand,1966,5279230817
Thailand,1967,5638461442
Thailand,1968,6081009428
Thailand,1969,6695336567
Thailand,1970,7086538438
Thailand,1971,7375000024
Thailand,1972,8177884553
Thailand,1973,10838587358
Thailand,1974,13703000530
Thailand,1975,14882747955
Thailand,1976,16985211146
Thailand,1977,19779315170
Thailand,1978,24006570178
Thailand,1979,27371699083
Thailand,1980,32353440727
Thailand,1981,34846107862
Thailand,1982,36589797857
Thailand,1983,40042826244
Thailand,1984,41797592963
Thailand,1985,38900692712
Thailand,1986,43096746122
Thailand,1987,50535438696
Thailand,1988,61667199835
Thailand,1989,72250877410
Thailand,1990,85343063966
Thailand,1991,98234695722
Thailand,1992,1.11E+11
Thailand,1993,1.29E+11
Thailand,1994,1.47E+11
Thailand,1995,1.69E+11
Thailand,1996,1.83E+11
Thailand,1997,1.50E+11
Thailand,1998,1.14E+11
Thailand,1999,1.27E+11
Thailand,2000,1.26E+11
Thailand,2001,1.20E+11
Thailand,2002,1.34E+11
Thailand,2003,1.52E+11
Thailand,2004,1.73E+11
Thailand,2005,1.89E+11
Thailand,2006,2.22E+11
Thailand,2007,2.63E+11
Thailand,2008,2.91E+11
Thailand,2009,2.82E+11
Thailand,2010,3.41E+11
Thailand,2011,3.71E+11
Thailand,2012,3.98E+11
Thailand,2013,4.21E+11
Thailand,2014,4.07E+11
Thailand,2015,3.99E+11
Thailand,2016,4.07E+11
UK,1961,76694360636
UK,1962,80601939635
UK,1963,85443766670
UK,1964,93387598814
UK,1965,1.01E+11
UK,1966,1.07E+11
UK,1967,1.11E+11
UK,1968,1.05E+11
UK,1969,1.13E+11
UK,1970,1.31E+11
UK,1971,1.48E+11
UK,1972,1.70E+11
UK,1973,1.93E+11
UK,1974,2.06E+11
UK,1975,2.42E+11
UK,1976,2.33E+11
UK,1977,2.63E+11
UK,1978,3.36E+11
UK,1979,4.39E+11
UK,1980,5.65E+11
UK,1981,5.41E+11
UK,1982,5.15E+11
UK,1983,4.90E+11
UK,1984,4.61E+11
UK,1985,4.89E+11
UK,1986,6.01E+11
UK,1987,7.45E+11
UK,1988,9.10E+11
UK,1989,9.27E+11
UK,1990,1.09E+12
UK,1991,1.14E+12
UK,1992,1.18E+12
UK,1993,1.06E+12
UK,1994,1.14E+12
UK,1995,1.34E+12
UK,1996,1.41E+12
UK,1997,1.55E+12
UK,1998,1.64E+12
UK,1999,1.67E+12
UK,2000,1.65E+12
UK,2001,1.62E+12
UK,2002,1.77E+12
UK,2003,2.04E+12
UK,2004,2.40E+12
UK,2005,2.52E+12
UK,2006,2.69E+12
UK,2007,3.07E+12
UK,2008,2.89E+12
UK,2009,2.38E+12
UK,2010,2.44E+12
UK,2011,2.62E+12
UK,2012,2.66E+12
UK,2013,2.74E+12
UK,2014,3.02E+12
UK,2015,2.89E+12
UK,2016,2.65E+12
USA,1960,5.43E+11
USA,1961,5.63E+11
USA,1962,6.05E+11
USA,1963,6.39E+11
USA,1964,6.86E+11
USA,1965,7.44E+11
USA,1966,8.15E+11
USA,1967,8.62E+11
USA,1968,9.43E+11
USA,1969,1.02E+12
USA,1970,1.08E+12
USA,1971,1.17E+12
USA,1972,1.28E+12
USA,1973,1.43E+12
USA,1974,1.55E+12
USA,1975,1.69E+12
USA,1976,1.88E+12
USA,1977,2.09E+12
USA,1978,2.36E+12
USA,1979,2.63E+12
USA,1980,2.86E+12
USA,1981,3.21E+12
USA,1982,3.34E+12
USA,1983,3.64E+12
USA,1984,4.04E+12
USA,1985,4.35E+12
USA,1986,4.59E+12
USA,1987,4.87E+12
USA,1988,5.25E+12
USA,1989,5.66E+12
USA,1990,5.98E+12
USA,1991,6.17E+12
USA,1992,6.54E+12
USA,1993,6.88E+12
USA,1994,7.31E+12
USA,1995,7.66E+12
USA,1996,8.10E+12
USA,1997,8.61E+12
USA,1998,9.09E+12
USA,1999,9.66E+12
USA,2000,1.03E+13
USA,2001,1.06E+13
USA,2002,1.10E+13
USA,2003,1.15E+13
USA,2004,1.23E+13
USA,2005,1.31E+13
USA,2006,1.39E+13
USA,2007,1.45E+13
USA,2008,1.47E+13
USA,2009,1.44E+13
USA,2010,1.50E+13
USA,2011,1.55E+13
USA,2012,1.62E+13
USA,2013,1.67E+13
USA,2014,1.74E+13
USA,2015,1.81E+13
USA,2016,1.86E+13
